"correlationLowerBound","correlationUpperBound","correlation","correlationPear","distance","upToAirQuality","valueToUse","samples","latitudeStart"
-0.10455830901675,-0.00927434851908759,-0.0570250881772384,-0.0259517404437436,20000,34,"pm2_5",1825,25.6112362
-0.104873633944101,-0.0122709853803616,-0.0599203481087723,-0.00126303863310354,20000,60,"aqi",1754,25.6112362
-0.105365708068339,-0.00989239935179226,-0.0547807235132751,-0.0200538130312203,18000,28,"pm2_5",1783,25.6112362
-0.105615605231228,-0.0111295363820845,-0.0566086617259577,-0.00737211506673009,18000,18,"pm2_5",1743,25.6112362
-0.106352620499522,-0.0141655784777632,-0.0614595282346513,-0.00127204581351237,18000,60,"aqi",1719,25.6112362
-0.106518449701354,-0.0155935345952712,-0.0612863649471023,-0.0311765631018369,20000,56,"pm2_5",1832,25.6112362
-0.107253724482311,-0.015123379969821,-0.0604917235888989,-0.0303994503502562,20000,38,"pm2_5",1831,25.6112362
-0.107741490315896,-0.0133062890813025,-0.0618201127597891,-0.0017269948678576,20000,16,"pm2_5",1750,25.6112362
-0.10813328435074,-0.0101211159683389,-0.0554434370922905,-0.0194613788905089,18000,26,"pm2_5",1782,25.6112362
-0.108807678852243,-0.0154214097065968,-0.0635087155510937,-0.00131010052087596,18000,16,"pm2_5",1715,25.6112362
-0.109263272585274,-0.013760069628332,-0.0621065030293542,-0.0290796586884881,18000,38,"pm2_5",1795,25.6112362
-0.111264975862711,-0.0274165978358726,-0.069882748552196,-0.0105232346434602,12000,28,"pm2_5",1999,27.736286
-0.111608216238484,-0.0235558137485193,-0.068976639206411,-0.00736820683368034,12000,22,"pm2_5",1992,27.736286
-0.111622226434104,-0.0128915832025549,-0.0629060745252365,-0.0298793481118605,18000,56,"pm2_5",1796,25.6112362
-0.113297517016661,-0.0256391244487925,-0.0706173809214813,-0.0100932362722973,12000,26,"pm2_5",1998,27.736286
-0.113876487791909,-0.0251262740637616,-0.0696457937281191,-0.0110965234583517,12000,30,"pm2_5",2000,27.736286
-0.114718064487701,-0.0255442262376381,-0.0709915435620612,-0.012429596100206,12000,36,"pm2_5",2002,27.736286
-0.115101059303968,-0.0197829187529278,-0.0711366618237728,0.00753569454782277,20000,58,"aqi",1725,25.6112362
-0.115185764061218,-0.0285602732709089,-0.0711867541808456,-0.00581587501038015,12000,20,"pm2_5",1987,27.736286
-0.115207247455892,-0.0254734233412999,-0.0694414025793098,-0.00824772545691422,12000,24,"pm2_5",1994,27.736286
-0.115274973108076,-0.0251067287422568,-0.070319261424889,-0.011743536926108,12000,34,"pm2_5",2001,27.736286
-0.116106147350698,-0.0276881627900587,-0.0734163552991856,-0.000717075059300302,12000,18,"pm2_5",1970,27.736286
-0.116836018659029,-0.0292640258130202,-0.0724830187418733,0.00048913222034882,12000,60,"aqi",1947,27.736286
-0.117292182799877,-0.00992427619349635,-0.0639944194531757,0.0340613901543203,20000,10,"pm2_5",1356,25.6112362
-0.117634363461195,-0.0301816388045362,-0.0736688679030513,-0.015074809760357,12000,38,"pm2_5",2006,27.736286
-0.118035738422487,-0.00148546694646464,-0.0587671401534074,0.0437218477886572,10000,48,"aqi",1262,27.9276559
-0.118704626007149,-0.019836771035702,-0.0703229292152525,0.00655093623169525,12000,40,"aqi",1494,27.736286
-0.119120815657483,-0.0207691702565598,-0.0736050303480498,0.0073996809866904,18000,58,"aqi",1690,25.6112362
-0.120220033529705,-0.00985389905278783,-0.0660816134948676,0.0257779761174727,20000,40,"aqi",1293,25.6112362
-0.121274715851029,-0.0208595340975225,-0.0750868005101286,-0.0270224644534598,16000,32,"pm2_5",1546,26.39418217
-0.12233677051349,-0.0274943876395077,-0.0772948707391385,0.00555306837523453,20000,56,"aqi",1701,25.6112362
-0.122433439350733,-0.0302906580336938,-0.0756837505802979,-0.000476183439814771,12000,16,"pm2_5",1944,27.736286
-0.1225253217043,-0.0188635084210387,-0.0718778955764338,-0.0193637459864519,16000,22,"pm2_5",1535,26.39418217
-0.123210833511887,-0.0238080544320216,-0.0742758265486839,-0.0253843337730582,16000,28,"pm2_5",1544,26.39418217
-0.123933131111459,-0.0271760612205873,-0.0731520000513146,-0.0159916648468471,16000,20,"pm2_5",1529,26.39418217
-0.124305225120056,-0.0227855467511818,-0.0713634450584657,0.039890865454439,20000,46,"aqi",1475,25.6112362
-0.124886289073428,-0.0244595493250743,-0.0729457802006907,-0.0219939580405367,16000,24,"pm2_5",1539,26.39418217
-0.126203915730475,-0.0218098068549428,-0.0749826810727832,-0.0247147215540609,16000,26,"pm2_5",1543,26.39418217
-0.126422977686766,-0.02055563845155,-0.0736938686836598,-0.00405386018110118,12000,38,"aqi",1425,27.736286
-0.126472854901141,-0.022101857393168,-0.0747613473124486,0.0104234423451386,12000,10,"pm2_5",1560,27.736286
-0.126925830248522,-0.0239466281574891,-0.0741403455503533,-0.0262003070593714,16000,30,"pm2_5",1545,26.39418217
-0.127461838591201,-0.030000348302272,-0.0812739726362637,0.00448380579664163,18000,56,"aqi",1667,25.6112362
-0.128163305557899,-0.0377062246996487,-0.0839583516770295,0.00786390534643855,12000,56,"aqi",1905,27.736286
-0.128279424684303,-0.0307484757103236,-0.0824548920994349,0.0108389530039225,20000,54,"aqi",1651,25.6112362
-0.128669648382398,-0.0354908527174609,-0.0820985456343075,0.0033439021425621,12000,58,"aqi",1925,27.736286
-0.128771400096266,-0.0312724358684046,-0.0779130352860551,-0.0296503226960763,16000,36,"pm2_5",1549,26.39418217
-0.128794673759294,-0.0288772258194042,-0.0769731391402001,-0.0287640375912689,16000,34,"pm2_5",1548,26.39418217
-0.129773710189179,-0.0199101443647735,-0.0730988458240306,0.00892127938135011,20000,38,"aqi",1231,25.6112362
-0.129774876802498,-0.026214192431374,-0.0770513170344331,-0.014741355642729,16000,18,"pm2_5",1511,26.39418217
-0.129957823757435,-0.0187366417141652,-0.0768282136683322,0.0212244627026071,18000,40,"aqi",1268,25.6112362
-0.13014984753704,-0.0335488599873999,-0.0836143978744073,0.00604280899252219,20000,14,"pm2_5",1682,25.6112362
-0.130347282046097,-0.00159970517284769,-0.0663189039790589,-0.0105052202645828,10000,8,"pm2_5",895,27.9276559
-0.130887301552558,-0.0308772233882068,-0.0810429776390515,-0.033788010113268,16000,38,"pm2_5",1554,26.39418217
-0.132182671665865,-0.0208572367033536,-0.0749331381663776,0.0283213077379305,18000,10,"pm2_5",1328,25.6112362
-0.13268400934993,-0.0291479187875691,-0.083524642175295,-0.00828889318317572,16000,16,"pm2_5",1485,26.39418217
-0.132804904242899,-0.0282672003667951,-0.0759004940547801,0.0215996244059058,20000,44,"aqi",1424,25.6112362
-0.132819393314313,-0.0428811446125004,-0.0890238003404941,0.0124625803856965,12000,14,"pm2_5",1886,27.736286
-0.132866491452574,-0.0298340584603026,-0.0810998171452588,0.0337236978036402,18000,46,"aqi",1443,25.6112362
-0.132896419355366,-0.0305496617798693,-0.0834554963995213,0.0329618830809411,20000,48,"aqi",1522,25.6112362
-0.133375088499554,-0.0314124815738512,-0.0810159828142947,-0.00859494013270672,16000,60,"aqi",1489,26.39418217
-0.133968353566061,-0.0320831585573414,-0.0878190501537023,0.0192476776414143,20000,52,"aqi",1589,25.6112362
-0.134526591076844,-0.0412980196101981,-0.0886643959173534,0.00854716969845331,18000,54,"aqi",1618,25.6112362
-0.134753031083445,-0.0313817386512226,-0.0819767982398495,0.029809844559231,20000,50,"aqi",1552,25.6112362
-0.135349467099536,-0.043360733539631,-0.0891479554800631,0.0162593370583913,12000,54,"aqi",1858,27.736286
-0.136817906899259,-0.0311398067423932,-0.083447623028773,0.0252247889835364,20000,12,"pm2_5",1562,25.6112362
-0.138126859322209,-0.0356330605436014,-0.0893740704061439,0.0254825092427277,18000,50,"aqi",1520,25.6112362
-0.138516308024149,-0.0391052071176487,-0.0882383736054527,0.00491201023871582,18000,14,"pm2_5",1648,25.6112362
-0.139362522111206,-0.0361007424390263,-0.0914431550368265,-0.040051607435528,14000,20,"pm2_5",1399,26.39418217
-0.139926916333849,-0.0319685802232446,-0.0884145783018473,-0.041723350256298,14000,22,"pm2_5",1404,26.39418217
-0.140426882816901,-0.0340086128756026,-0.0851071917875111,0.0181747317907887,18000,44,"aqi",1393,25.6112362
-0.141824672875118,-0.0447435946107203,-0.0924174269165072,0.00747061818091782,12000,44,"aqi",1629,27.736286
-0.142406672702814,-0.047860193458433,-0.0956836166117711,0.021642015193214,12000,50,"aqi",1765,27.736286
-0.143272435027031,-0.0400789298107177,-0.0928045883422601,-0.0467350075779103,14000,34,"pm2_5",1415,26.39418217
-0.143531924332425,-0.0377645295211411,-0.0906177856646327,0.0211280523983882,18000,12,"pm2_5",1530,25.6112362
-0.143554646577963,-0.0456790495089612,-0.0942829417251496,0.0154609834356843,18000,52,"aqi",1557,25.6112362
-0.143583717914935,-0.037006748753082,-0.0919257528966725,0.027892914606287,18000,48,"aqi",1490,25.6112362
-0.143660579368595,-0.0354767710708625,-0.0908604373619711,-0.0457927444656712,14000,30,"pm2_5",1413,26.39418217
-0.143982027496425,-0.036156695539499,-0.0911329266177976,-0.0453293164907609,14000,28,"pm2_5",1412,26.39418217
-0.144988964455384,-0.0392112506298533,-0.0901977022990111,-0.0431316561169894,14000,24,"pm2_5",1407,26.39418217
-0.145520408538186,-0.0531388520121593,-0.0977641901025343,0.0198242386375093,12000,12,"pm2_5",1771,27.736286
-0.145641737958836,-0.028015398483314,-0.0851658295727874,0.00112369758345334,18000,38,"aqi",1207,25.6112362
-0.145683691990883,-0.0410002362436644,-0.0918337365260717,-0.0462734613114164,14000,32,"pm2_5",1414,26.39418217
-0.146055260841118,-0.0428930529953756,-0.0938813596399165,0.000842519086102353,16000,58,"aqi",1461,26.39418217
-0.146510665196639,-0.0382830815863849,-0.0937730003693835,-0.0471624250358877,14000,36,"pm2_5",1416,26.39418217
-0.147152607916181,-0.0505942458420647,-0.0982522345992137,0.0139460539143805,12000,46,"aqi",1680,27.736286
-0.147423061114943,-0.0420839065748609,-0.0952552289340781,-0.0342267545051272,14000,18,"pm2_5",1382,26.39418217
-0.148174443200819,-0.0296424568988509,-0.0844255222107079,0.0161825608493089,16000,40,"aqi",1076,26.39418217
-0.148187655793924,-0.057645738589038,-0.102615768145522,0.0127094659011346,12000,52,"aqi",1800,27.736286
-0.149908803007783,-0.0425252335411964,-0.101542588708803,0.0253440218836358,16000,46,"aqi",1233,26.39418217
-0.150592416846757,-0.0255788761496354,-0.0910922111518587,-0.00708431548288124,16000,38,"aqi",1020,26.39418217
-0.150595843729821,-0.0407645935771437,-0.0920669836611666,-0.0449420987369385,14000,26,"pm2_5",1411,26.39418217
-0.151314216387517,-0.0350332791875628,-0.0944090898324118,0.00540228283774032,20000,36,"aqi",1159,25.6112362
-0.151586537034254,-0.0455549830867081,-0.0968357897275602,-0.0298453903347383,12000,36,"aqi",1354,27.736286
-0.1519863172713,-0.0309760897053897,-0.0882160184335651,0.0209884384760886,16000,10,"pm2_5",1130,26.39418217
-0.151994809954536,-0.0556342790280909,-0.106325512424156,0.012664770551968,12000,48,"aqi",1727,27.736286
-0.152889139505533,-0.0468498359149344,-0.0988998338741118,-0.0342291904035854,14000,60,"aqi",1362,26.39418217
-0.153662626568665,-0.00903948399447764,-0.0843489428736366,0.00324640863057475,12000,26,"aqi",756,27.736286
-0.154496422329004,-0.0523345064132187,-0.101725486558446,-0.00277425052498586,16000,56,"aqi",1440,26.39418217
-0.155122270470759,-0.0311333939815077,-0.088295396261866,-0.00667114681306374,12000,30,"aqi",982,27.736286
-0.155143598603523,-0.0448200019815637,-0.0968109640806244,-0.0491077114038049,14000,38,"pm2_5",1421,26.39418217
-0.15563704306325,-0.0441178375602483,-0.0995551265521805,-0.0400531143873202,12000,34,"aqi",1234,27.736286
-0.156623455877649,-0.0465360178860206,-0.102464034338843,-0.0213050626784813,12000,32,"aqi",1110,27.736286
-0.158857814807713,-0.00849729922768144,-0.0883069286883651,-0.0191822871674641,16000,30,"aqi",663,26.39418217
-0.159471561529592,-0.04280356928505,-0.101945994539485,0.0115600637406563,16000,44,"aqi",1188,26.39418217
-0.159744852171864,-0.0503821637269132,-0.106882001823792,0.0180803953800932,16000,50,"aqi",1304,26.39418217
-0.16059656051059,-0.0278080476684597,-0.0910375047091654,-0.000918672006041158,12000,28,"aqi",847,27.736286
-0.160718677153368,-0.0374361280613028,-0.10085936547459,-0.0166104628627635,14000,40,"aqi",994,26.39418217
-0.161353690846737,-0.0508194379359325,-0.10317006189417,-0.0349802683238586,14000,16,"pm2_5",1359,26.39418217
-0.161931250847308,-0.0555374770463361,-0.107628878161514,0.00164693650271479,16000,54,"aqi",1393,26.39418217
-0.162282442592173,-0.055765415253951,-0.10835754055662,-0.00229816460797707,16000,14,"pm2_5",1422,26.39418217
-0.162498323125222,0.000916067043825614,-0.086282591323505,-0.00246490894808681,20000,6,"pm2_5",570,25.6112362
-0.163231997359596,-0.0510671195637444,-0.108617906364568,-0.00563656388074619,18000,36,"aqi",1136,25.6112362
-0.164756705524012,-0.00165715749422405,-0.088432645028178,-0.0131308279070096,20000,26,"aqi",603,25.6112362
-0.1654134883704,-0.058255287332467,-0.110098880000443,0.0146047653988539,16000,12,"pm2_5",1311,26.39418217
-0.165544765179413,-0.0537186672542493,-0.104939643399637,-0.0412059952032579,12000,8,"pm2_5",1209,27.736286
-0.166235745326589,-0.0136309671766471,-0.089817240749994,-0.0103928184428189,18000,26,"aqi",595,25.6112362
-0.167309698554715,-0.00551024526389436,-0.0887118250675055,0.000534767536962846,18000,6,"pm2_5",562,25.6112362
-0.167385907622503,-0.0438519124104104,-0.108604996710938,-0.0100904456495425,14000,10,"pm2_5",1042,26.39418217
-0.168464069533054,-0.0625291860943149,-0.113370620267017,-0.0299717684770959,14000,58,"aqi",1339,26.39418217
-0.169504386910835,-0.0411581316885008,-0.103822904537646,-0.0306524369292499,14000,38,"aqi",944,26.39418217
-0.170435004271906,-0.0585339193899048,-0.11279157698948,0.0187144665850319,16000,48,"aqi",1279,26.39418217
-0.170904459948056,-0.0125915176248284,-0.0904302136072178,-0.0242550131954216,10000,26,"aqi",582,27.9276559
-0.1710621140962,-0.0163819513418301,-0.0929973462534511,-0.0260360526556515,14000,30,"aqi",612,26.39418217
-0.17223049813474,-0.063958680203191,-0.117949974628197,0.00839345422325775,16000,52,"aqi",1336,26.39418217
-0.173437094499665,-0.0514611088162855,-0.116689343016442,-0.0442049479980285,20000,34,"aqi",1041,25.6112362
-0.173774448636502,-0.0519997102140899,-0.113560187669361,-0.0156575099168496,16000,36,"aqi",954,26.39418217
-0.174020168316006,-0.0641635547586959,-0.119145842113333,-0.0243713848547847,14000,56,"aqi",1320,26.39418217
-0.180340820055965,-0.0657056641715018,-0.126295535157789,0.000200201288869347,14000,50,"aqi",1197,26.39418217
-0.181073882732839,-0.0729554587537836,-0.126646098870649,-0.0135251510233948,14000,54,"aqi",1276,26.39418217
-0.181828374361709,-0.0704149684822249,-0.126814242449678,-0.0193105841081581,14000,14,"pm2_5",1304,26.39418217
-0.182087687025556,-0.0628496818701559,-0.120916515399505,-0.0414833394913667,20000,8,"pm2_5",1018,25.6112362
-0.182308855056903,-0.0655691811001029,-0.123672284430378,-0.0133879344974584,14000,44,"aqi",1096,26.39418217
-0.185324741251696,-0.067097438725495,-0.126151579902487,-0.00467037262017748,14000,46,"aqi",1135,26.39418217
-0.186938986123801,-0.0440265894973159,-0.119441578363943,-0.0306706990451583,20000,30,"aqi",802,25.6112362
-0.187934639613333,-0.0418798153228444,-0.116703457252801,-0.0342415287128424,20000,28,"aqi",687,25.6112362
-0.18935264811421,-0.075841953259559,-0.132630622665072,-0.00670466648327154,14000,48,"aqi",1174,26.39418217
-0.189593077513364,-0.07726002157215,-0.128927654524271,-0.00253787563562223,14000,12,"pm2_5",1204,26.39418217
-0.189665361102342,-0.0624647353140009,-0.126094371806378,-0.0544704559125747,16000,34,"aqi",856,26.39418217
-0.189671749541833,-0.0483196429272843,-0.119611578777529,-0.0255278954000132,18000,30,"aqi",791,25.6112362
-0.191208045390895,-0.0596609060759222,-0.124690479514411,-0.0517416928574305,16000,8,"pm2_5",837,26.39418217
-0.19182875842424,-0.0587600851031006,-0.131079175668643,-0.0540669628468434,14000,36,"aqi",882,26.39418217
-0.192449277867692,-0.0811616557631617,-0.138269731282988,-0.0119750914929254,14000,52,"aqi",1226,26.39418217
-0.19277072592061,-0.0693316799906874,-0.131252438885646,-0.0490493664942861,18000,34,"aqi",1020,25.6112362
-0.194202211948654,-0.0544292395465292,-0.126814863380932,-0.0681127156517233,14000,8,"pm2_5",775,26.39418217
-0.195339480004612,-0.0557167915954857,-0.126061631106383,-0.0673877992791046,14000,34,"aqi",794,26.39418217
-0.195574082111496,-0.0710924376134566,-0.132796298343702,-0.0469061197644837,18000,8,"pm2_5",999,25.6112362
-0.195576425740597,-0.0530100720246734,-0.120201116112066,-0.0327007759123555,16000,32,"aqi",757,26.39418217
-0.195815477327742,-0.0460679300583398,-0.116406754993738,-0.0309623449598403,18000,28,"aqi",679,25.6112362
-0.19717712705634,-0.0488158858855964,-0.12389946583385,-0.0429796704331077,14000,32,"aqi",701,26.39418217
-0.201937348827666,-0.0696376757379202,-0.140195188293408,-0.0348803217790892,18000,32,"aqi",906,25.6112362
-0.20257184133496,-0.076913444454799,-0.138483846125658,-0.0344881198161545,20000,32,"aqi",920,25.6112362
-0.62704325698734,0.0485870853624593,-0.355104694278389,-0.396284596583448,10000,10,"aqi",31,27.9276559
