"LatCase","LongCase","LatAir","LongAir","distance"
21.17882515,-156.9583592,20.869627,-156.493626,59301.1287073547
21.45803166,-157.9712182,21.392833,-157.969126,7261.11915012789
22.03935037,-159.5966786,21.949599,-159.36624,25798.5146158242
25.20904673,-81.07812416,25.471944,-80.482778,66663.9714531673
25.6112362,-80.55170587,25.471944,-80.482778,16981.2854623535
26.11091986,-81.34687065,26.602016,-81.877908,76121.0676930745
26.14524221,-97.48140372,25.892518,-97.49383,28160.5804932257
26.15184651,-80.48725556,26.073536,-80.33845,17240.5214010311
26.39418217,-98.18299696,26.288622,-98.152066,12149.2907827461
26.47411727,-97.61535848,26.288622,-98.152066,57368.8391989375
26.55386945,-81.16469006,26.724786,-80.666447,53101.9839957704
26.56150059,-98.73892358,26.22621,-98.291069,58201.6967008056
26.58410348,-81.88399313,26.602016,-81.877908,2083.98569866166
26.64676272,-80.46536002,26.724786,-80.666447,21805.0215347857
26.90131002,-81.92949121,26.602016,-81.877908,33709.5221969164
26.92601662,-97.66413984,27.426981,-97.298692,66480.806926455
26.95635849,-81.18996211,26.724786,-80.666447,58038.0703540303
27.00156391,-99.16987152,27.599444,-99.533333,75645.8945887212
27.03103197,-98.21808402,26.288622,-98.152066,82905.2538411818
27.04453923,-98.6968187,26.22621,-98.291069,99642.0226146898
27.0772071,-80.43109784,26.724786,-80.666447,45661.459209779
27.18546175,-82.33174248,27.290556,-82.507222,20940.9014360386
27.18677893,-81.80941373,26.602016,-81.877908,65449.7199693958
27.34254618,-81.34071957,26.724786,-80.666447,95912.091782339
27.37763908,-80.47106649,26.724786,-80.666447,75212.3305677422
27.3863362,-80.88944347,26.724786,-80.666447,76890.0309049788
27.42435506,-97.69894948,27.426981,-97.298692,39549.7829337937
27.47196942,-82.31831044,27.290556,-82.507222,27505.1159042372
27.49293939,-81.80956574,28.028889,-81.972222,61775.6781716582
27.68184592,-98.50864568,27.599444,-99.533333,101464.848735929
27.69308961,-80.60556721,28.053611,-80.628611,40197.0689298233
27.73103938,-98.0904705,27.811817,-97.465703,62191.1496758313
27.736286,-97.5433285,27.811817,-97.465703,11364.5188077346
27.7610369,-99.33237355,27.599444,-99.533333,26758.8835965464
27.9276559,-82.32013172,27.96565,-82.2304,9785.2951268561
27.93130349,-82.72239666,27.946688,-82.731767,1944.78595810772
27.95027105,-81.69732947,28.028889,-81.972222,28403.4994887311
28.00880118,-97.51763891,27.811817,-97.465703,22515.4769815417
28.06312234,-81.14882926,28.053611,-80.628611,51115.0825835661
28.10556197,-96.9995047,27.804489,-97.431553,54111.9815323372
28.29409504,-80.73091022,28.053611,-80.628611,28590.8568790047
28.30810945,-82.40227529,27.955133,-82.469532,39844.012721585
28.3238976,-97.15766311,27.804489,-97.431553,63773.220443387
28.34453111,-99.09908775,27.599444,-99.533333,93285.128900453
28.35101362,-98.1246786,27.811817,-97.465703,88269.712632562
28.35251708,-98.56769164,29.162997,-98.589158,90246.5288506589
28.41761668,-97.74215593,27.811817,-97.465703,72694.8477038642
28.42270064,-99.75645095,28.704607,-100.451156,74820.595409986
28.47048236,-96.61633945,27.804489,-97.431553,109087.936122286
28.51367621,-81.31799498,28.596389,-81.3625,10184.0843956128
28.55364461,-82.42700204,27.955133,-82.469532,66756.3948095729
28.65696592,-97.42760647,27.811817,-97.465703,94155.7064728572
28.70181754,-82.0794267,28.596389,-81.3625,71013.6257670432
28.7158582,-81.24060348,28.746111,-81.310556,7613.69771380048
28.7429195,-100.3157686,28.704607,-100.451156,13887.7832411148
28.76202069,-81.7125123,28.596389,-81.3625,38838.7704376996
28.79780988,-96.96813006,27.804489,-97.431553,119541.067972645
28.81955746,-96.01230294,29.723333,-95.635833,107043.523291783
28.84804315,-82.47614748,29.566112,-82.26608,82499.8995942729
28.86617238,-99.76050829,28.704607,-100.451156,69741.0030218772
28.86751206,-99.10804207,29.162997,-98.589158,60277.9974129017
28.89333001,-98.52730485,29.162997,-98.589158,30616.9626483223
28.90705334,-97.85960149,29.275381,-98.311692,60126.4100186607
28.95472367,-96.57749563,29.723333,-95.635833,125182.838832692
29.05858895,-81.18263252,29.206667,-81.0525,20780.6955859605
29.08101855,-97.3568117,29.275381,-98.311692,95296.8630602249
29.1732598,-98.08693082,29.275381,-98.311692,24617.5913530932
29.18757369,-95.44563172,29.695729,-95.499219,56805.6266666301
29.21227113,-82.05803627,29.566112,-82.26608,44257.2894591403
29.27765923,-96.22319248,29.723333,-95.635833,75497.0051382006
29.31829741,-82.74007147,29.566112,-82.26608,53594.9509221722
29.34967888,-100.4186638,28.704607,-100.451156,71878.6849264817
29.3557301,-99.11030298,29.51509,-98.620166,50721.7683642472
29.35739637,-99.76229172,28.704607,-100.451156,98874.4525518011
29.37343766,-90.82626855,29.679301,-90.779731,34345.6463185923
29.38508402,-96.93186692,30.263204,-97.712891,123468.952468298
29.40167322,-94.90469073,29.254474,-94.861289,16918.8749391558
29.42245447,-89.60322085,29.943164,-89.97625,68274.7898522021
29.44928723,-98.52019748,29.51509,-98.620166,12145.0976128812
29.45634206,-97.49424032,29.275381,-98.311692,81823.836012227
29.45933576,-81.31508595,29.206667,-81.0525,37954.1125417041
29.52470226,-90.40976986,29.679301,-90.779731,39729.3705384322
29.52704478,-95.77219463,29.723333,-95.635833,25525.8891528022
29.58165339,-97.94786822,29.529432,-98.391403,43341.0119931025
29.60631086,-83.15724673,29.566112,-82.26608,86385.1289808119
29.60779729,-81.74230285,29.566112,-82.26608,50915.7087176949
29.622098,-96.5273805,29.723333,-95.635833,86965.1762837626
29.67866525,-82.35928158,29.566112,-82.26608,15437.9383675836
29.69262097,-91.44702164,29.679301,-90.779731,64550.0395564721
29.70972016,-94.67154501,29.770698,-95.031232,35422.6826641035
29.72856978,-82.79880657,29.566112,-82.26608,54620.0423062014
29.74075478,-90.11115756,29.900314,-90.109836,17762.5096998357
29.74619598,-99.24598147,29.51509,-98.620166,65793.5394932367
29.80811278,-98.27647225,29.529432,-98.391403,32954.2649102393
29.81008251,-103.2520326,29.30265,-103.17781,56942.5276395252
29.83321503,-99.82018052,29.51509,-98.620166,121347.610392116
29.83517605,-92.30292538,30.22611,-92.042908,50217.8487713222
29.83668859,-97.61814775,30.263204,-97.712891,48349.1658228708
29.83791238,-84.82731662,30.439722,-84.346389,81434.8997249655
29.85864939,-95.39339521,29.81453,-95.38769,4942.15024813611
29.86803617,-91.75871777,30.22611,-92.042908,48360.8582861138
29.87592238,-93.19310676,30.262604,-93.285084,43947.7483479162
29.87761636,-89.51887093,29.943164,-89.97625,44732.7163122531
29.87788372,-96.92076062,30.263204,-97.712891,87539.8570507175
29.8832777,-94.16434171,29.863957,-94.317802,14968.5444201139
29.88548725,-96.27736949,29.723333,-95.635833,64544.5653923904
29.89149232,-101.1525205,28.704607,-100.451156,148634.886647949
29.89946234,-91.06461642,30.219101,-91.062552,35582.5687914277
29.90096506,-81.43589967,30.135797,-81.633981,32371.2422915534
29.90709658,-90.35555967,30.041238,-90.272826,16930.1658393408
29.93543004,-85.2427099,30.439722,-84.346389,102906.471546464
29.94414155,-98.7113588,29.51509,-98.620166,48568.4990358742
29.95079741,-82.16611613,29.566112,-82.26608,43899.1038737157
29.98202582,-100.304252,28.704607,-100.451156,142914.278955937
29.98319144,-81.85609986,30.135797,-81.633981,27323.5724447073
29.98484137,-83.18166636,30.8486,-83.2933,96748.508069225
29.99954402,-104.2408079,29.30265,-103.17781,128815.742805896
30.01058447,-95.99011759,29.723333,-95.635833,46820.8221258229
30.02531716,-90.80212061,30.219101,-91.062552,33078.0018896022
30.04412971,-82.37497443,29.566112,-82.26608,54242.3207215919
30.04848048,-83.60445406,30.439722,-84.346389,83591.9595079028
30.05669873,-98.02944344,30.263204,-97.712891,38167.4338519945
30.06040006,-99.34930144,29.51509,-98.620166,92989.1998011605
30.06971951,-89.92660315,29.943164,-89.97625,14878.8245758848
30.10370699,-97.31206354,30.263204,-97.712891,42460.7151062092
30.11879481,-93.89412775,30.194167,-93.866944,8788.90716971647
30.12597499,-90.4753503,30.041238,-90.272826,21668.8846544513
30.13112107,-91.61403569,30.22611,-92.042908,42604.0795837561
30.15152688,-94.81205615,29.770698,-95.031232,47371.2666747629
30.16548905,-84.39895211,30.439722,-84.346389,30942.6512639383
30.19746066,-82.9909967,30.8486,-83.2933,78066.2511716438
30.20406249,-90.9132841,30.219101,-91.062552,14456.7236472432
30.2049055,-92.06959876,30.22611,-92.042908,3487.69974779487
30.21498498,-96.40946246,30.628333,-96.362777,46231.4108455152
30.22429013,-102.0766732,29.30265,-103.17781,147810.980306515
30.22509788,-82.62160164,29.566112,-82.26608,80984.9249145057
30.22931235,-93.35400434,30.262604,-93.285084,7593.54067554326
30.23766008,-84.8829258,30.439722,-84.346389,56241.4967117115
30.25734305,-91.3499598,30.219101,-91.062552,27966.8387904405
30.26548745,-85.62122584,30.439722,-84.346389,123987.999789837
30.26640707,-98.3999852,30.354944,-97.761803,62117.5520093092
30.26896765,-92.81210004,30.262604,-93.285084,45481.1298297954
30.2950649,-92.41419698,30.22611,-92.042908,36515.8288941876
30.30079133,-95.50572772,30.350302,-95.425128,9505.58403185224
30.31120597,-96.97045773,30.628333,-96.362777,68158.989374033
30.31824095,-98.94676915,29.51509,-98.620166,94797.2391431691
30.33060121,-82.28467476,30.262778,-81.606833,65587.3413396302
30.33225875,-81.66976468,30.262778,-81.606833,9818.86382233607
30.33364686,-94.38931817,30.194167,-93.866944,52570.4791434153
30.33432034,-97.7853562,30.354944,-97.761803,3223.46441862916
30.40666734,-85.19394153,30.439722,-84.346389,81441.0432885869
30.40942847,-89.95642711,30.503287,-90.377212,41708.0214947609
30.41830223,-89.48851033,30.300833,-89.395916,15814.6304141543
30.43669112,-83.89442308,30.439722,-84.346389,43379.6152631717
30.44143993,-90.73061664,30.503287,-90.377212,34598.7301189336
30.44396917,-83.47398594,30.8486,-83.2933,48252.9205806831
30.45955727,-84.27491114,30.439722,-84.346389,7206.05407776452
30.46058217,-91.30989571,30.500642,-91.213556,10261.9705793671
30.48678918,-99.74856473,29.51509,-98.620166,153406.598446297
30.49273808,-96.62158484,30.628333,-96.362777,29039.533729129
30.49673973,-82.94998918,30.8486,-83.2933,51133.756206847
30.49856623,-100.5382014,28.704607,-100.451156,199880.242231061
30.51359752,-89.12467576,30.390369,-89.049778,15486.6273102146
30.53842039,-91.09777565,30.461981,-91.179219,11551.1573439076
30.54020656,-88.64184064,30.378287,-88.53393,20787.3340849481
30.54579585,-95.98902499,30.628333,-96.362777,36976.4050478327
30.57796289,-84.61915825,30.439722,-84.346389,30351.1751031136
30.57933681,-95.16260304,30.350302,-95.425128,35840.6999029845
30.59724262,-92.00135806,30.22611,-92.042908,41506.412822862
30.61037141,-81.80297522,30.354722,-81.547778,37540.1540661216
30.61359259,-85.66002461,30.439722,-84.346389,127441.830656031
30.62888673,-90.40664996,30.503287,-90.377212,14263.5762254644
30.64204028,-86.16935664,30.525367,-87.20355,99957.356569767
30.64655664,-97.6004854,30.35386,-97.69166,33736.0025352337
30.64836518,-93.34173616,30.262604,-93.285084,43285.4747914366
30.65385745,-92.82442028,30.262604,-93.285084,62055.954701748
30.6636448,-96.30205577,30.628333,-96.362777,7019.3021553702
30.67652764,-87.37284571,30.525367,-87.20355,23372.6911137949
30.69143028,-86.59267105,30.525367,-87.20355,61377.664484922
30.6934145,-87.02458128,30.525367,-87.20355,25376.317627019
30.70645047,-98.68475262,30.354944,-97.761803,96762.0033954995
30.71101099,-82.89687287,30.8486,-83.2933,40890.7393582466
30.71409502,-91.60209535,30.500642,-91.213556,44163.0758502185
30.71490589,-104.1399973,29.30265,-103.17781,182530.795087114
30.71780434,-99.22629416,29.51509,-98.620166,146053.418754258
30.72367027,-101.4134238,31.870259,-102.334745,154825.808275792
30.72774991,-87.72207058,30.497478,-87.880258,29778.6241612082
30.72985248,-92.39915924,31.177824,-92.410746,49880.2276418381
30.73872995,-95.57440968,30.350302,-95.425128,45546.6109914915
30.74685667,-94.02667579,30.194167,-93.866944,63405.118281542
30.77031716,-94.37690895,30.194167,-93.866944,80665.4547189417
30.77090935,-89.58677275,30.300833,-89.395916,55436.0519081051
30.78097267,-102.7241261,31.870259,-102.334745,126785.686354358
30.78371028,-82.13951596,30.354722,-81.547778,74143.5883938652
30.78472347,-88.20842409,30.770181,-88.087761,11653.3784826016
30.78548982,-93.74408813,30.227798,-93.579965,64046.4307367188
30.7858183,-96.97718698,31.122419,-97.431052,57283.0742664686
30.78801353,-98.181887,30.354944,-97.761803,62811.0009862917
30.79187949,-89.11547539,30.390369,-89.049778,45137.1319264602
30.79472531,-94.8276624,30.350302,-95.425128,75674.8205931002
30.7954597,-85.21500423,30.439722,-84.346389,92155.1790681913
30.82210324,-90.71013176,30.503287,-90.377212,47705.6247766739
30.83568832,-83.27056716,30.8486,-83.2933,2605.12581706848
30.83922642,-83.58303423,30.8486,-83.2933,27711.0703365127
30.84425359,-91.04976723,30.500642,-91.213556,41340.5247714255
30.85288548,-90.03866652,30.503287,-90.377212,50646.7787198703
30.86259065,-88.64436789,30.770181,-88.087761,54198.2459551846
30.86392347,-83.91847289,30.8486,-83.2933,59767.6411312097
30.86747479,-85.81319222,30.525367,-87.20355,138428.035111464
30.87454847,-84.23418364,30.439722,-84.346389,49582.884565621
30.87882871,-91.4148538,30.500642,-91.213556,46300.106203119
30.87967778,-84.57619536,30.439722,-84.346389,53692.3402572538
30.88990665,-99.8204794,29.51509,-98.620166,191720.222877837
30.89740592,-100.5384842,31.870259,-102.334745,202153.949022843
30.91395822,-82.70432472,30.8486,-83.2933,56737.8825614156
30.92951916,-81.66601818,31.169805,-81.495035,31327.0953771247
30.93464824,-84.86823924,30.439722,-84.346389,74371.6572176387
30.96694679,-95.93003775,30.628333,-96.362777,55973.9129213904
31.02539637,-96.51272246,30.628333,-96.362777,46466.8685685124
31.03736027,-97.4785025,31.122419,-97.431052,10493.8960970505
31.0382857,-83.06472457,30.8486,-83.2933,30366.6901866516
31.05449097,-82.42224148,31.513097,-82.749971,59819.4001386492
31.07796211,-92.00079449,31.177824,-92.410746,40615.6672650071
31.0879489,-95.1367187,30.350302,-95.425128,86628.8479691529
31.09389027,-85.83572839,30.525367,-87.20355,145283.694137656
31.10884837,-93.18153838,31.177824,-92.410746,73837.940532449
31.1256789,-87.15918694,30.525367,-87.20355,66960.8392236071
31.14971548,-90.10446654,30.503287,-90.377212,76537.6493460222
31.15197924,-85.29939599,30.439722,-84.346389,120792.870100358
31.1577796,-98.81758731,31.122419,-97.431052,132165.393546409
31.16068491,-83.42947229,30.8486,-83.2933,37091.2332371462
31.16078225,-91.31018819,30.500642,-91.213556,74064.7076036704
31.16568912,-84.73151117,31.5776,-84.0998,75547.869054666
31.17161885,-88.99281835,31.32389,-89.2922,33153.2736653384
31.17467303,-90.80501621,30.500642,-91.213556,84585.4232897414
31.17507789,-90.40392572,30.503287,-90.377212,74826.9940971463
31.18810588,-83.7677946,31.5776,-84.0998,53623.2449445703
31.18961454,-89.25832496,31.32389,-89.2922,15291.1290823503
31.1925468,-99.34682807,30.354944,-97.761803,177975.476023285
31.19531316,-98.24206613,31.122419,-97.431052,77682.0731627987
31.19576557,-81.97743999,31.169805,-81.495035,46033.104420679
31.19778499,-92.52997303,31.177824,-92.410746,11569.4960595508
31.20572971,-89.5077704,31.32389,-89.2922,24367.3579002339
31.21444233,-88.63922281,31.32389,-89.2922,63313.3710511775
31.22483255,-84.19381821,31.5776,-84.0998,40273.1420038273
31.23132643,-89.8209217,31.32389,-89.2922,51347.3110482198
31.23279254,-81.53811412,31.169805,-81.495035,8123.41941879316
31.2477854,-86.45050893,30.525367,-87.20355,107900.270168246
31.25350609,-96.93630086,31.122419,-97.431052,49323.5516692147
31.25457347,-94.60901487,30.350302,-95.425128,127365.822430462
31.27590016,-83.2252992,30.8486,-83.2933,48006.774472471
31.29633502,-82.87545866,31.513097,-82.749971,26914.7289547288
31.29872538,-95.9936328,30.628333,-96.362777,82528.264300638
31.30375559,-100.982439,31.870259,-102.334745,142900.973373119
31.31925973,-95.42226208,30.350302,-95.425128,107864.228939093
31.32155345,-84.90255207,31.5776,-84.0998,81388.5430111182
31.32323325,-103.6903896,31.870259,-102.334745,142231.414876403
